title,description,requirements,required_education,location
310,7648,7839,1,625
450,13744,4146,4,2904
5668,10485,51,5,2904
6729,12046,3681,13,2270
7978,8758,9936,13,1459
3503,4371,9559,1,2800
5914,5997,2923,1,2394
4081,7920,9901,1,2727
3340,10164,1329,13,2939
3831,12191,10898,13,1565
1073,6486,5081,1,276
1086,3344,10671,13,1249
6962,7263,9857,13,813
1836,9842,2259,1,1848
10519,5156,4816,0,2400
478,4629,11968,13,3105
1690,12494,10293,1,3040
5338,2572,9873,13,216
6663,7021,8810,13,216
9079,13771,3949,13,367
1166,7794,2735,1,125
8829,4019,3033,1,2482
1308,5077,11968,6,1248
3205,7918,9893,1,1926
7865,9631,2222,13,2967
5880,372,11968,13,2612
3714,3391,8727,1,776
108,4545,3002,9,67
7717,13993,10240,9,51
10474,10679,11968,1,832
6583,8176,3606,13,1161
2120,2079,4527,13,1248
7045,7814,5827,4,1389
4302,9185,8436,13,894
1505,1810,2171,1,1564
4081,7920,9901,1,1926
9578,10947,11633,13,2853
11078,7102,6341,1,1607
2140,3256,11968,13,888
5089,13950,10451,13,813
5209,13567,546,13,2535
5201,6267,11968,13,1708
6925,4988,8634,13,487
9760,8723,6902,13,1990
4266,5757,7735,1,1592
3094,202,11968,13,1808
7576,6281,2638,9,230
8833,5143,11968,13,3105
1264,1826,1688,13,1882
1060,3513,8221,1,641
9129,10801,3483,13,813
6147,10454,2834,1,1579
4081,7920,9901,1,1993
3205,7918,9893,1,2765
6356,1419,9429,1,1703
8514,2461,4336,4,1650
7717,14029,11423,13,916
10563,12695,11029,13,247
310,13161,2847,13,2535
9800,12877,6750,1,2535
6460,2709,1218,13,2572
4138,4878,2745,4,2772
7577,12450,5468,13,1396
3001,4782,506,13,503
10238,7649,7848,1,625
10931,488,10227,1,2207
2662,8754,8409,1,625
7076,2875,164,1,290
992,4473,1900,1,2535
5142,4351,9862,1,813
7393,11922,5901,7,1083
1935,5727,1123,1,2
325,6323,629,1,2535
648,2185,11071,1,721
4652,10770,4244,2,32
7516,276,11968,13,3040
1854,8805,9378,1,1807
6022,8667,8372,13,894
556,498,1755,13,2614
2169,5619,6197,13,290
1637,11155,8165,9,1515
4656,3681,1763,0,2910
9588,985,2628,13,2687
4438,14368,6560,1,945
9495,13309,11653,13,1592
500,6843,11968,13,2051
9326,2260,7624,13,1249
4081,7920,9901,1,2226
486,13446,8542,13,395
8712,10936,3091,1,1650
3206,7915,9906,1,2942
3670,12858,9809,13,216
3207,7908,9895,1,3088
889,10847,4584,7,2389
538,11732,11877,9,636
2186,7587,10527,13,1073
9419,10437,10825,1,1579
8383,13532,281,13,2535
7163,5029,10804,1,872
2685,1417,9431,1,3105
7767,10299,5937,1,1592
7772,450,11968,13,2044
10614,5414,827,1,128
7596,8307,3245,6,2139
8445,5281,2184,13,2535
5540,12165,6026,13,908
3937,2119,941,1,199
6651,10721,5222,1,771
5292,6291,11113,13,367
4081,7920,9901,1,1680
2334,14422,10223,9,3099
2696,13496,11159,4,1963
3219,4060,3850,1,75
9089,3830,11165,1,636
3345,11948,11430,4,1083
8510,5633,243,13,2853
2789,9457,2912,1,1564
8885,1834,11835,1,1564
10911,2294,2395,4,451
7128,2583,8550,1,1899
5854,4169,7859,4,2226
8004,35,5696,7,2951
4934,12865,11968,13,166
8457,8728,5127,1,1244
9817,9419,3286,1,2853
7761,13515,4619,13,2535
9841,2660,4341,4,2221
2199,14621,6140,4,2572
9123,3314,209,1,2497
10624,5103,2856,13,1564
7563,13566,2410,13,2482
4081,7921,9901,1,2308
9701,551,11968,13,1250
2210,9939,6493,4,2875
3788,13084,11011,1,625
782,4697,7591,13,2333
10921,14065,9763,13,3105
2123,11127,5777,1,1899
11050,7628,4707,13,2875
118,5472,5330,1,1899
215,8640,7423,1,946
471,7692,1767,1,1560
2745,12144,11968,5,625
1008,516,294,1,1119
1463,5186,97,4,1249
6800,10353,11968,13,1036
6705,7209,1739,13,625
6104,6247,7958,13,2010
7136,7842,8551,1,2693
3614,9793,6514,4,2475
8780,13506,978,13,2535
7993,13572,752,9,2535
6595,4411,3381,1,1564
3126,8192,4246,13,1781
733,13255,11370,0,290
7282,3937,6072,13,38
6014,13484,869,9,1249
9159,9245,11968,13,834
9079,13340,5670,13,1428
1997,13171,1742,7,6
1372,5315,11058,13,2034
5382,1560,513,13,3105
385,12068,4229,13,1560
10675,8880,7198,1,2590
6104,6247,7958,13,2614
2209,9894,5404,4,2303
4921,6827,4249,13,772
7358,8209,11114,1,1071
6121,3348,7039,4,1954
1669,2812,6427,4,709
11206,5735,11479,2,929
6257,10914,11968,4,1556
2016,726,4633,13,249
2533,10111,3327,13,1262
4846,11925,5465,1,2051
4080,7908,9901,1,1650
6554,9446,4688,13,1063
9581,1153,3560,13,1564
3457,6798,8236,4,2217
7689,12870,4598,1,625
2208,9978,5404,4,2030
3844,12077,859,4,1763
8967,10981,759,1,2074
8178,8652,11968,1,1133
3265,4711,11968,4,2325
256,9737,2255,1,813
6684,14149,11968,13,1249
2119,4828,496,4,490
7946,6219,3013,1,1249
3206,7915,9906,1,2777
9754,12588,3630,1,3007
625,8266,3719,0,1564
10344,13250,11410,1,60
3206,7912,9907,1,1969
1636,11153,8165,9,1481
1694,3677,11968,13,3105
3800,4564,2882,13,1345
8855,2297,7873,13,908
4081,7910,9901,1,3072
9063,13559,3802,9,2535
3206,7914,9906,1,2168
8316,8970,1942,5,2870
10921,12839,6098,13,809
4081,7911,9901,1,1374
2199,14612,5404,4,2687
9001,9100,11968,13,888
9085,5714,1953,1,2222
8605,2642,5089,5,2102
8995,10405,547,1,1564
7340,256,11968,13,1808
3206,7905,5829,1,2415
3858,12642,1513,13,2875
4984,11527,10318,13,625
587,6486,5081,1,276
8514,14197,8210,1,1564
4661,1340,9682,13,467
8546,7627,5794,1,1058
3800,11620,8931,9,274
5920,4778,496,4,649
115,3924,7602,13,2013
8771,9230,10073,1,1118
4816,9443,11721,1,2539
1049,2549,2446,3,7
2496,5316,6021,13,1249
7175,7866,42,1,963
2312,8553,10447,4,1216
3205,7918,9893,1,2343
4039,2053,8093,13,1508
5211,7063,11000,13,625
3325,6083,11119,1,625
2901,180,11968,13,2160
8197,10984,5173,13,954
4080,7908,9900,1,2285
1585,8499,6983,13,1754
7309,7747,6308,1,1899
3205,7918,9893,1,1977
6421,8929,3062,13,2728
10411,6061,7478,13,81
8434,2958,2993,13,1775
4310,5044,11968,13,626
7464,2560,2645,0,174
7399,3087,4018,13,2535
8376,13119,2330,4,1560
3204,7918,9893,1,3011
3045,8094,11968,13,1487
6595,6131,3384,1,1564
10217,9674,10518,1,2535
3205,7918,9893,1,154
11062,12517,11968,9,772
9314,13244,11365,5,278
10364,3053,11968,13,1824
8612,5194,6630,4,2169
3646,12851,8887,13,216
8279,10337,8282,13,625
1738,13703,7796,9,2462
9251,9192,595,13,1158
4865,11888,1666,9,2080
7687,2032,888,13,2834
2759,6810,5622,13,1913
3206,7912,9907,1,1472
3206,7914,9906,1,2505
8394,8904,11968,13,2044
3358,3085,10801,1,210
10912,5655,11968,13,3105
1900,14653,9421,9,2974
8514,13729,43,9,2954
313,6033,6065,9,452
4324,4484,11650,13,216
3872,1678,2388,4,2680
1025,13723,9439,1,2954
3204,7918,9893,1,2938
7624,14548,6067,1,625
2969,8051,3419,13,2999
2583,13539,5708,13,2813
3282,11030,455,5,2687
3205,7918,9893,1,2955
2348,5309,11968,13,1122
7688,873,8985,13,1564
9419,6197,11968,1,2535
7498,8278,9322,1,2967
142,9293,9323,1,2967
10891,8836,2848,13,296
8416,2868,908,1,2734
5978,2674,8883,4,2539
9839,4713,11932,13,1452
6032,4729,11968,1,2160
2638,3453,4902,13,1249
4082,7908,9895,1,3092
5593,14322,2660,13,813
4081,7920,9901,1,1677
9014,8784,11968,1,933
5838,5994,11968,0,1504
3078,10663,9517,1,1529
7349,285,11968,13,2734
5910,1703,11968,13,3105
10921,12831,3546,1,813
11186,875,8986,13,1564
9117,12577,6738,1,2539
5502,8584,7310,1,1848
1812,2823,7661,13,625
5929,385,11968,13,2270
11190,11571,8225,1,1501
5994,9322,11968,13,625
9325,11240,2557,13,954
376,9750,11739,4,2904
8704,140,1450,9,703
7573,11655,2358,13,2304
3206,7912,9907,1,2944
3205,7918,9893,1,2003
3288,11027,489,5,2687
7449,768,1375,9,1560
3265,4711,11968,4,2160
3286,11031,468,5,2687
5981,2472,4465,4,1560
9022,7462,4002,13,2875
4283,14254,9613,13,3105
2992,12195,11968,9,1703
5755,1728,11968,13,3105
3917,13193,11334,1,60
4060,4913,5174,1,580
6661,3632,9187,13,894
9495,436,11968,13,2160
6358,1423,9426,1,1703
10303,9713,728,9,1383
6900,14057,8229,13,222
815,11790,11007,13,1083
2213,9876,5411,4,2535
8843,6195,11968,1,1566
1075,9800,8052,13,1560
7565,8195,11968,13,1083
9495,8820,11968,9,2956
8681,10390,7136,13,1326
4081,7920,9901,1,2566
450,1138,5297,4,1015
11161,12117,4729,7,2482
6476,12919,3796,7,923
5390,14004,8461,1,367
804,456,11968,13,2231
573,13033,8828,1,2967
6773,12314,1068,1,1446
3063,3704,7322,13,704
3207,7904,9904,1,541
9295,10539,8423,2,32
11173,685,11846,13,625
4081,7920,9901,1,2745
3566,6859,3368,13,625
7140,6170,3407,1,936
6910,9377,11968,1,1249
10440,1363,9490,13,600
9581,11883,10715,13,1855
4075,8438,10621,1,625
9741,8974,1947,1,2870
4081,7920,9901,1,3073
9723,8120,3050,1,2853
7596,2499,10991,13,600
1333,12108,1195,13,240
3720,11923,11116,13,1083
5410,13441,5980,1,125
7105,7832,7458,4,2086
4039,2053,8093,13,1508
9176,9113,8449,1,1573
4294,10227,11968,9,625
9220,4928,841,1,2535
1586,14013,5333,13,2875
4853,8033,3416,13,1476
8941,11992,10780,13,216
4267,5933,7594,0,1452
4671,10753,11612,5,813
6345,8300,5830,4,2612
6783,8863,11968,13,2969
6132,6670,5206,1,1383
5422,2063,9826,9,851
6808,7612,3561,9,2693
5384,8133,4128,1,3105
7591,3794,1998,1,2462
6976,8363,11968,13,3105
2308,10345,11968,13,891
10056,1746,9692,7,1487
1667,2806,4098,4,450
4327,8622,2056,1,772
7580,4259,1823,13,2875
210,8272,9880,1,772
4343,2062,4870,1,321
2022,11340,11968,9,1775
7836,1426,9427,13,3105
3204,7918,9893,1,3012
5406,6140,4739,1,1589
1780,4072,8247,0,3100
5086,1815,304,13,813
1813,5653,1798,13,1083
11083,7884,10735,13,2051
4548,12373,3730,13,272
1510,1132,590,13,1564
868,4467,771,13,1564
4081,7906,9901,1,2025
9168,8433,10639,1,625
10499,12673,2863,13,788
4152,6725,2786,13,1564
3836,2908,10514,1,1564
8871,9094,8452,1,1573
193,3904,9512,9,603
3581,6390,11968,13,2535
8754,14039,4003,6,1209
6716,9045,1426,6,625
7450,1793,2148,1,1451
4081,7906,9901,1,2955
7900,11429,9442,13,2462
10559,13416,7391,1,2482
1209,3746,6530,5,2475
8457,5576,10655,1,2834
3353,3599,8191,13,2537
4785,11772,8914,13,1564
3265,4711,11968,4,1999
7665,6651,10781,1,2925
8205,5477,703,13,954
6665,14280,10938,13,921
10480,10611,1003,1,2051
9495,727,4019,1,1807
4040,6826,1784,1,807
310,8703,553,13,2535
9450,9243,2925,1,1314
3208,6069,9915,1,2853
4081,7910,9901,1,2547
4081,7921,9901,1,2254
8622,14138,11482,13,1249
4081,7911,9901,1,2950
142,9157,4250,13,801
11173,8807,11968,13,1899
6972,777,6505,13,1249
8746,7119,3174,1,2535
7596,14416,11487,13,672
2878,4864,6557,1,1472
8730,1889,11081,1,1249
9784,10506,1830,13,1564
2275,14630,7205,4,116
8951,10810,9261,1,367
6828,2009,1719,13,1883
3753,13931,3221,1,933
504,9388,5042,9,625
10908,13804,10488,13,1168
555,8384,3204,13,2614
3506,11356,11968,9,2734
1399,14278,8199,9,497
10544,2903,2937,1,813
272,9408,2513,1,1249
4319,719,7483,13,625
10248,1924,4998,1,813
3843,4599,1332,1,1501
3205,7918,9893,1,1654
817,5130,10104,13,1564
284,9590,3153,1,1899
8062,6134,7450,13,2535
4305,11451,7482,13,625
8134,10292,9181,1,1592
11126,12006,6558,4,2539
10747,125,11968,13,1249
4552,6499,7620,9,1736
10908,11137,11230,13,813
3205,7918,9893,1,2555
2090,13934,3226,1,933
4081,7909,9901,1,2719
1142,5925,8430,1,2853
6825,7342,5970,1,2735
10042,10564,3396,1,2822
6624,1150,5760,13,625
6545,5237,4679,13,1063
4298,8944,9317,1,625
2858,6341,4001,1,1558
6975,10389,11968,13,3105
2606,4464,10337,13,1564
5485,3551,6250,1,1133
6058,2501,2915,1,1592
6698,1151,5758,9,625
231,3323,7185,13,1651
7237,13923,1695,6,367
10347,14706,5848,9,801
7252,6684,951,5,216
1606,5091,11457,4,2611
8001,8607,5656,9,1240
7723,7241,4846,1,1899
5938,282,11968,13,1487
1834,9841,1220,4,1865
3205,7917,9893,1,115
8007,5462,1748,0,278
5638,743,4188,13,589
8729,6293,6391,1,1058
1871,1651,2368,4,1935
10921,11126,646,13,1215
7204,5239,7788,4,1452
2188,14558,11640,13,1088
5932,4235,8803,13,1430
6419,7251,450,13,2635
9392,12127,10578,9,1472
3205,7917,9893,1,106
7397,5452,4609,5,957
2330,11508,11186,13,252
9732,3961,9623,1,1811
4805,5457,8982,13,1899
5167,7404,4471,13,2430
4340,6292,6899,13,1249
6058,12092,1910,13,1526
10310,13085,2332,4,1487
9617,6385,168,13,3105
10763,9562,6993,1,1496
11044,13675,10841,13,1487
7838,1420,9430,1,1703
8585,6712,9639,9,1518
2544,11862,4678,13,85
9002,13234,11374,1,60
5150,12396,3450,13,625
10049,8211,11112,1,1083
3939,1561,11968,13,3105
276,8171,4053,13,1161
3565,8008,11730,13,2642
2185,7631,6672,7,119
8399,670,3505,13,3101
5592,14365,9473,9,2051
11068,8829,3242,1,813
14,13252,11396,5,67
5331,1120,7973,13,1058
3765,11972,8654,13,367
3265,4711,11968,4,2270
8393,9417,7957,4,2772
8514,13735,9437,4,2944
9628,13247,11353,5,228
4041,122,11968,13,1249
4081,7906,9901,1,2606
8434,14215,1928,1,1008
3265,4711,11968,4,1703
3499,459,9730,1,1249
9642,14781,8904,1,2853
5520,6026,3634,13,2539
4081,7920,9901,1,1981
10550,5428,10108,13,1564
1362,14151,8740,1,2080
10279,9174,10214,13,2773
9195,13275,11362,5,625
10337,6783,326,1,2875
4081,7910,9901,1,2555
4209,13754,2479,13,2875
9657,13811,1285,13,3040
1092,8973,1943,5,2870
7478,7281,8301,13,1084
6754,5908,6834,2,1436
10664,12118,1091,1,1564
9657,5397,1286,13,3040
4080,7908,9902,1,2644
1844,1098,3313,1,2666
4652,11049,3317,13,2666
8104,11051,3321,13,2666
10701,8926,8497,5,367
10235,9676,6841,4,2834
8852,11053,3314,13,2666
5612,2923,3338,1,1899
7449,768,1359,9,1560
9649,12047,3044,0,296
2384,8687,5894,13,2875
10348,11144,2731,4,2882
114,6262,11968,4,2535
4309,9060,7556,1,1197
6827,2007,9786,13,2358
7121,4450,9717,13,166
7692,829,5105,9,625
8843,9091,1854,1,1487
5455,4691,5972,13,1067
9315,3997,9908,1,287
8994,10685,2219,1,2663
648,604,11556,13,2304
597,3668,8362,1,2834
2996,13187,11347,1,969
4081,7910,9901,1,2421
7660,12182,11968,13,2841
5294,9175,2663,13,746
2606,14107,385,9,78
2757,5464,1381,13,2939
11113,5311,7773,1,1176
6786,6465,7395,13,2475
1903,11291,6957,9,2974
2317,9402,8073,13,1311
9495,9403,7542,1,1560
1653,10543,3298,13,2076
9495,14106,745,9,78
6276,2396,9704,9,688
282,9590,3153,1,2044
2606,1828,4562,9,877
10125,9649,10558,7,1560
10824,4757,496,4,757
3147,2947,5036,4,2838
9152,9108,6858,1,1579
6171,8613,3059,6,2687
4627,9550,4462,1,961
8790,13220,11328,1,67
10191,3139,3870,1,2044
6754,5908,6834,2,1436
9495,10213,2033,13,847
2710,3911,11957,9,85
633,265,11968,13,2160
3561,4426,6213,5,845
7451,8449,10434,1,290
10537,14568,7950,2,1412
3744,8516,718,1,1091
393,7167,1546,13,1083
9420,5106,10643,1,1564
8204,4152,1095,1,2670
1977,7397,3295,1,1462
1105,4637,11968,13,3105
10225,13643,682,13,1564
6294,7409,8346,13,2539
587,3030,10849,13,216
10499,11626,878,1,2550
3554,8635,4445,13,125
3265,4711,11968,4,2612
7786,329,11968,13,2044
8223,3488,4754,1,2134
10652,12156,6025,13,125
787,11275,11683,1,2462
11131,5602,7557,1,160
3689,5986,11968,4,1249
7388,10371,2243,1,2834
9750,10735,9758,1,2865
6251,12842,1749,10,650
3435,2815,3196,4,449
8510,5635,243,13,2875
3206,11755,5828,1,1382
8760,12541,957,5,216
9211,9116,7119,1,772
2139,3254,11968,13,885
7900,11269,9444,9,2462
3993,10978,11968,13,2706
6641,8538,11968,13,3105
8692,14740,11968,13,2325
2588,688,7306,13,1616
1012,4339,9696,1,1487
1900,11284,11705,9,2462
8514,13737,9437,9,2974
1109,4639,11968,13,3105
1025,13724,9439,1,2954
430,12591,8712,13,2076
1965,2867,11968,13,1092
5943,442,11968,13,2612
8982,3283,3834,13,2698
6968,6072,11968,9,1487
8337,737,11642,13,2736
2899,7378,9451,13,144
3226,10775,7707,1,2535
7442,13820,8590,13,2535
7413,13553,11472,9,2535
8942,13232,11327,1,67
9322,5416,824,1,2857
479,4948,5926,13,151
671,6354,8099,13,2304
5134,5991,4699,9,2557
3206,7913,9907,1,2193
3754,4933,1364,9,2482
10352,4117,8945,13,974
5760,9862,4905,13,625
6005,3144,9770,1,2044
873,7268,3543,13,252
3597,4634,11968,13,3105
4214,13258,6567,1,67
685,9318,8090,1,625
7504,8634,1033,1,3105
8941,13227,11409,1,1053
3205,7918,9893,1,3003
7573,11180,4946,13,2304
9682,9338,8041,13,1460
5123,5679,6903,13,2535
10615,5460,8122,1,1083
10977,3465,1931,1,2539
3772,481,11968,13,166
3066,11993,5233,13,2482
9583,1300,3759,1,793
8648,3760,9959,5,2475
2210,9935,5407,4,2953
4080,7908,9901,1,2231
4881,4113,2598,9,1763
6850,2007,9786,13,1941
3040,10699,10847,1,962
2198,10063,5367,4,166
5124,10573,4903,13,2535
5453,6409,11968,13,3105
4187,2071,5045,13,1249
880,6295,1736,1,1058
3558,5825,11968,9,2973
7825,4427,11968,13,1821
554,8385,5030,13,2614
588,14473,580,1,813
7349,285,11968,13,2044
10527,9532,3284,6,2475
7177,7253,8132,13,2535
8766,8897,5243,10,625
1993,7096,6329,13,1405
8122,6544,11968,13,2051
8386,2565,6523,1,1899
1142,9223,7776,13,1177
2199,9986,5361,4,2535
3035,4437,11968,13,2454
7249,4242,461,13,2736
6877,4428,11968,13,2454
8338,12776,8260,1,2535
3218,3069,1005,1,2536
2867,10289,5933,13,2535
6153,4432,11968,13,2904
2030,4199,1187,13,2278
6184,4429,11968,13,1396
7824,1473,11968,13,1799
1673,1476,11968,13,2936
9371,7641,8050,13,1891
5903,4430,11968,13,2982
10884,8539,2129,1,625
9182,909,7158,13,296
7194,7344,4764,13,2718
7826,1462,11968,13,1799
10874,12233,11968,13,661
9037,7031,11968,13,3105
776,10898,7276,4,1503
3491,6062,2889,3,1175
8614,5939,3085,13,3030
4634,5716,1951,1,2222
3540,8227,9863,13,625
10362,4304,4899,13,2736
11173,13126,11255,13,216
10033,10352,7523,13,2736
3366,6842,8967,1,1571
5660,5489,5301,1,2498
4588,4084,11968,13,1069
6594,13951,10453,13,776
10762,9558,3160,1,1496
9530,10464,733,1,452
537,1709,1402,13,625
2125,9872,4355,4,2798
8311,10710,6148,13,1176
8000,14047,8536,13,1508
1957,13748,4298,13,2834
10719,8636,11593,1,2687
1879,5878,11968,4,1864
9168,8434,10652,1,1565
11103,6331,11968,8,959
9590,11838,9265,13,813
633,199,11968,13,2160
5786,11529,2501,13,625
10203,12942,11968,13,625
5943,447,11968,13,1899
4460,5195,6630,4,2169
1312,4095,8496,1,2875
549,11781,6745,1,983
570,889,4480,13,2535
1979,4652,11830,1,2967
9411,7519,10745,1,813
7581,7110,7704,5,1193
2798,3443,1557,13,1526
6430,13658,337,1,1560
6282,13819,11968,13,1962
2075,9948,5418,4,1972
4081,7920,9901,1,1352
2305,6052,910,1,2734
3177,7947,3848,9,813
2207,10049,5397,4,1785
7105,7832,7458,4,2092
7816,11591,1970,1,2951
6578,2533,9766,1,1930
9417,2265,185,1,625
8833,11983,7095,13,1149
986,12228,3755,13,307
10402,7604,10880,1,954
7516,7634,4040,13,2875
1099,3713,11968,13,3105
5999,12912,1540,13,1249
9159,9246,11968,13,834
4775,13261,11373,1,60
9129,12978,2001,1,8
6695,7938,1551,0,2882
1900,14649,9423,9,2462
2992,3893,176,1,1700
3628,1095,3878,4,2350
9204,12924,5194,1,8
7413,11554,8014,13,625
1891,993,7460,1,2687
3206,7915,9906,1,1437
10470,6860,981,13,367
719,4507,10766,13,3105
1281,1826,1688,13,1949
10054,2155,3745,0,2853
383,11138,2043,1,1442
389,1281,10660,9,600
5724,476,2507,9,1389
3205,7917,9893,1,166
7521,8765,5138,1,1295
7633,3111,6583,6,2875
4266,1841,4429,1,1592
5545,2876,8774,1,296
2114,10653,51,4,2982
6004,2279,8699,1,600
1075,2290,3921,1,296
7105,7832,7458,4,1842
2430,13095,4444,8,1763
4073,12977,126,9,2888
2950,8034,3418,13,1476
4073,12977,125,9,2847
4073,12977,126,9,2832
2114,10653,51,4,2982
7105,13025,11882,4,1799
3205,7918,9893,1,2421
7105,7832,7458,4,1971
7302,12580,6731,1,2539
3329,2282,1188,1,600
7932,3738,2082,5,2475
4620,5123,11968,0,2065
6238,1052,11109,13,625
2817,5497,1411,13,1249
9401,10436,10826,1,1579
723,13712,9439,1,2944
3714,9186,7641,13,894
2456,13095,4444,8,2535
8769,13218,11372,1,60
6892,8656,11968,5,1134
9284,10525,7278,4,1509
7874,13095,4444,8,2325
9449,7224,1855,1,2050
7310,4316,7558,1,160
4725,12715,3517,1,1046
653,10624,5010,1,813
5167,1842,11541,1,772
10048,3324,10753,9,125
7769,504,7455,1,842
10720,5087,9294,5,1508
10410,14800,7480,13,252
9390,6540,11968,13,2051
3443,6270,11968,1,16
6535,7191,11968,13,1060
2656,5932,11968,13,1750
6595,896,8156,1,1609
4081,7910,9901,1,2364
48,7970,11968,13,2985
1977,7397,3297,13,1462
3205,7918,9893,1,1877
6576,2005,7351,13,1179
11158,14394,5658,1,2535
3205,7917,9893,1,1763
3206,7912,9907,1,1435
7486,8152,10028,7,2875
10224,13777,1913,1,1899
9206,6124,4746,13,873
2641,13561,11968,13,1077
7413,10465,2163,13,308
189,1577,2003,13,1056
9216,12467,1637,13,558
10248,1925,5009,1,801
7900,11268,9443,9,2462
450,8337,1037,9,872
7637,7929,11968,13,3105
2199,10074,6242,4,1703
1938,14282,1360,13,757
3077,3007,1159,13,1449
6311,12436,3350,13,1207
1279,1826,1688,13,2800
4653,1551,1208,13,2855
8878,11242,5181,5,1652
395,6156,9741,13,1083
2529,4017,3448,4,528
2200,14598,5432,4,1972
9241,7979,5098,1,2985
4372,12986,10869,13,58
3822,4476,2258,1,2535
2525,4393,11968,9,1796
974,5095,9945,2,1734
9276,12234,11123,4,1019
4107,13560,10020,1,625
2377,5451,4608,5,951
1121,1013,5295,4,166
10914,3781,11968,13,3105
10501,4008,3625,13,908
9177,5409,3658,1,1807
10230,142,11968,13,2462
10838,13474,11968,13,51
4081,7920,9901,1,2163
7682,8364,2408,13,2875
10908,13804,10488,13,10
10908,13804,10488,13,875
2057,1117,11261,13,367
1453,5213,11968,4,2150
830,6804,11968,13,2877
1950,6921,8959,12,55
6378,821,4460,13,2539
295,9590,3153,1,1549
6113,9756,10095,1,813
6023,1692,11968,2,99
6101,8339,11741,4,295
3206,7911,9901,1,2139
2306,4972,3529,1,1472
7116,2861,11130,1,1083
10955,9757,9700,1,813
9244,3922,10468,9,1083
6436,3680,1762,0,2853
6058,10141,2483,9,625
1710,7943,10025,1,267
1100,1719,11968,13,3105
8813,10519,1007,9,3105
5863,9142,10209,1,1214
9282,3921,11968,13,1083
3473,7299,11968,13,1703
9851,5733,4681,13,1058
3565,12154,4446,13,125
6750,9142,4831,1,1214
10017,1917,279,13,813
4081,7910,9901,1,2282
6266,14528,496,4,376
2735,8305,342,1,1487
9649,12048,6209,0,735
7352,4253,1023,13,1485
3424,593,5999,9,625
8514,7498,6352,6,600
7755,711,233,6,468
4144,1840,1200,13,2834
8739,10492,4894,1,166
2000,9868,4895,1,166
8496,2749,11968,13,117
10904,2068,7872,13,1564
3143,3786,6203,13,2535
3205,7918,9893,1,2953
2461,6996,5068,13,1260
6145,1501,9813,13,3054
10692,3374,4664,9,1936
1234,12390,4149,9,558
1366,9413,4768,4,2772
7448,6342,1925,1,1558
7985,2261,5897,13,43
2589,6749,3746,0,2846
1667,2806,4098,4,450
4081,7910,9901,1,2933
10167,7349,1555,9,1083
10409,7319,4822,13,252
1366,9413,4768,4,2772
11195,2019,2078,1,869
5310,12714,3193,1,821
8153,8163,4967,13,1161
5090,1152,5802,9,216
2463,4065,4283,6,75
3033,13948,8101,4,2641
6492,11868,9953,2,152
3746,5396,9577,13,3040
7428,4632,11968,13,3105
2210,10024,5396,4,2311
1342,3267,4368,0,2865
2591,6269,11968,13,15
3969,2592,5289,13,2535
5289,9583,3137,1,2904
5836,8720,5312,4,2824
9265,5665,11669,13,2871
2258,2454,2779,4,2850
698,7644,11968,4,2263
1800,13619,4635,13,625
6974,5705,8150,1,1171
2310,4341,10404,9,625
1833,2894,8610,13,2535
10908,13914,4165,1,2034
453,8708,7885,1,872
4081,7910,9901,1,2366
2182,913,7338,13,625
5580,667,6336,5,1193
3206,7915,9906,1,2302
9811,12112,7518,1,917
1501,5977,5644,13,1539
3960,5778,11968,4,1492
8456,11346,7969,9,2875
890,12967,6464,13,944
4179,4770,496,4,629
10894,981,8027,13,2687
6590,709,1295,1,125
4733,7347,11968,13,1085
723,13709,9439,1,2944
10727,2693,11968,2,947
10604,11721,3060,3,7
6502,12228,11968,13,679
2220,9983,6160,4,2535
6790,11388,5325,1,2304
2437,12238,7260,4,2012
5106,11444,3890,13,625
3062,14250,3467,1,625
7510,10684,7436,4,2059
9495,7399,1837,1,2079
4005,8568,11861,5,2535
1072,5391,2500,4,2620
10355,13611,11968,4,125
2019,4143,5129,1,813
4081,7921,9901,1,2102
1097,4485,5975,13,3105
310,7620,4111,9,2853
9120,8336,5047,1,2337
967,7307,2682,4,2325
8113,11273,6951,1,2974
413,2685,11968,13,3105
4081,7910,9901,1,1936
2088,9340,2627,1,3007
5765,4784,496,4,650
1367,11293,6957,9,2974
1556,8684,3567,1,1592
11012,8979,4516,1,670
4266,5757,7735,1,2535
8191,8732,2042,13,2895
9461,1188,10397,9,813
5687,9339,5209,13,1487
3943,10809,4513,13,367
2274,12288,7240,4,1696
10555,2293,3789,4,451
6544,2447,5107,1,1063
4615,13097,11968,13,2225
3706,6564,3119,7,1759
3561,10170,1483,13,1083
11053,4755,497,4,566
4125,10192,2716,13,3105
6092,1183,11301,13,1051
8374,12209,51,13,625
3400,1080,7180,13,1649
6272,13548,10307,13,252
11041,4742,5037,0,1506
2282,14633,6153,4,2535
3205,7918,9893,1,1847
6595,8293,4982,4,2875
7962,4309,5502,13,650
4081,7921,9901,1,1577
6804,2305,11968,9,541
6447,1994,8896,13,1807
9508,6976,4424,1,2482
5731,7306,5556,4,2325
3734,13851,1991,1,1990
4081,7910,9901,1,2637
1068,4771,496,4,570
1648,2187,11073,9,721
2407,5836,7441,13,1179
888,13522,11968,1,2535
4168,10689,659,13,2535
2302,11827,3915,13,296
3429,13257,9909,1,1004
4844,1886,1698,13,2358
8399,3343,7034,13,1488
